id,ime,tema,podtema,leto,st_setov,novo,rabljeno
47394pb107,"Duplo Figure Lego Ville, Male Police, Dark Blue Legs, Black Top with Badge, Black Arms, Black Hat, Blue Eyes",DUPLO,"DUPLO, Town / Police",2008,1,0.75,2.29
47394pb108,"Duplo Figure Lego Ville, Male Clown, Medium Blue Legs, Red Top, Green Hair",DUPLO,"DUPLO, Town / Circus",2008,1,16.3,2.27
47394pb109,"Duplo Figure Lego Ville, Male Clown, Orange Legs, Lime Top with Three Buttons and Flower, Red Hair, Blue Eyes",DUPLO,"DUPLO, Town / Circus",2008,1,,3.37
47394pb110,"Duplo Figure Lego Ville, Male Circus Ringmaster, Black Legs, Red Top with Bow Tie, Top Hat, Blue Eyes",DUPLO,"DUPLO, Town / Circus",2008,1,3.55,1.74
47394pb111,"Duplo Figure Lego Ville, Female Tightrope Walker, Light Nougat Legs, White Top with Stars, Black Ponytail Hair, Blue Eyes",DUPLO,"DUPLO, Town / Circus",2008,1,,2.38
47394pb112,"Duplo Figure Lego Ville, Male Castle, Black Legs, Red Chest with Dragon Emblem, Bright Light Orange Arms and Hands, Lefty Smile",DUPLO,Castle,2006,1,,2.56
47394pb113,"Duplo Figure Lego Ville, Male, Blue Legs, Red Shirt with Pockets and Name Tag, Black Hair, Brown Eyes, Nougat Hands",DUPLO,General,2008,6,1.32,1.09
47394pb114,"Duplo Figure Lego Ville, Female, Medium Blue Legs, Red Jacket with Black Zipper and Pockets, Reddish Brown Ponytail Hair",DUPLO,"DUPLO, Town",2007,7,2.67,1.39
47394pb115,"Duplo Figure Lego Ville, Male, Blue Legs, Tan Top with Blue Overalls, Red Baseball Cap",DUPLO,"DUPLO, Town",2007,6,2.21,0.87
47394pb116,"Duplo Figure Lego Ville, Female, Dark Tan Legs, Tan Top, Black Hair (Zoo Keeper)",DUPLO,"DUPLO, Town / Zoo",2009,1,1.98,1.12
47394pb117,"Duplo Figure Lego Ville, Male Post Office, Dark Bluish Gray Legs, Blue Jacket with Mail Horn, Black Police Hat, Smile with Teeth",DUPLO,"DUPLO, Town / Post Office",2009,2,2.13,2.33
47394pb118,"Duplo Figure Lego Ville, Female, White Legs, Bright Light Blue Top, Tan Ponytail Hair, Brown Eyes",DUPLO,General,2009,3,2.13,1.65
47394pb120,"Duplo Figure Lego Ville, Male Pilot, Black Legs, White Top with Airplane Logo and Black Tie, Police Hat",DUPLO,"DUPLO, Town / Airport",2009,1,4.21,3.29
47394pb121,"Duplo Figure Lego Ville, Male, Blue Legs, Brown Top with ID Badge, Black Cap with Headset",DUPLO,"DUPLO, Town / Airport",2009,3,2.53,1.45
47394pb122,"Duplo Figure Lego Ville, Male Fireman, Black Legs, Nougat Hands, White Helmet, Blue Eyes",DUPLO,"DUPLO, Town / Fire",2011,4,3.71,0.88
47394pb123,"Duplo Figure Lego Ville, Female, Medium Blue Legs, Red Sweater, Very Light Gray Hair, Blue Eyes, Glasses",DUPLO,"DUPLO, Town / Farm",2010,3,4.86,1.89
47394pb127,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Bright Green Top with White Undershirt, Blue Cap",DUPLO,General,2010,2,1.54,0.88
47394pb128,"Duplo Figure Lego Ville, Male, Buzz Lightyear",DUPLO,Toy Story / Toy Story 3,2010,3,7.98,3.35
47394pb129,"Duplo Figure Lego Ville, Female, Jessie",DUPLO,Toy Story / Toy Story 3,2010,2,9.13,4.39
47394pb130,"Duplo Figure Lego Ville, Male, Woody",DUPLO,Toy Story / Toy Story 3,2010,2,15.43,6.4
47394pb131,"Duplo Figure Lego Ville, Male, Blue Swim Trunks, White Top with Green '51', Reddish Brown Hair",DUPLO,General,2010,1,3.81,2.46
47394pb132,"Duplo Figure Lego Ville, Female, Red Swimsuit with Yellow Bow, Black Hair",DUPLO,General,2010,2,4.05,1.69
47394pb133,"Duplo Figure Lego Ville, Male, Orange Legs, Nougat Hands, Orange Top with Recycle Logo, Black Hair, Brown Eyes",DUPLO,"DUPLO, Town / Traffic",2007,1,2.88,1.64
47394pb137,"Duplo Figure Lego Ville, Female, Medic, Bright Green Legs, White Top with ID Badge and EMT Star of Life Pattern, Black Hair, Brown Eyes",DUPLO,"DUPLO, Town",2011,3,1.68,1.97
47394pb138,"Duplo Figure Lego Ville, Male Police, Dark Blue Legs and Jumpsuit with Yellow Vest, White Helmet",DUPLO,"DUPLO, Town / Police",2011,3,2.23,1.08
47394pb139,"Duplo Figure Winnie the Pooh, Tigger (Lego Ville - 4600055)",DUPLO,Winnie The Pooh,2011,1,21.03,11.42
47394pb140,"Duplo Figure Winnie the Pooh, Winnie (Lego Ville)",DUPLO,Winnie The Pooh,2011,2,12.55,3.79
47394pb141,"Duplo Figure Lego Ville, Male Police, Dark Blue Legs, Light Blue Top with Badge and Tie, Nougat Hands, Black Hat",DUPLO,"DUPLO, Town / Police",2011,4,1.98,1.54
47394pb142,"Duplo Figure Lego Ville, Male Medic, Bright Green Legs & Jumpsuit with Yellow Vest, White Helmet with EMT Star of Life Pattern",DUPLO,"DUPLO, Town / Hospital",2011,1,4.41,2.12
47394pb143,"Duplo Figure Lego Ville, Male Medic, Bright Green Legs, White Top with ID Badge and EMT Star of Life Pattern, Attached Stethoscope",DUPLO,"DUPLO, Town / Hospital",2011,3,7.95,5.3
47394pb144,"Duplo Figure Lego Ville, Female, Tan Legs, Green Top with 'ZOO' on Front and Back, Reddish Brown Hair, Brown Eyes (Zoo Worker)",DUPLO,"DUPLO, Town / Zoo",2012,3,2.88,1.4
47394pb145,"Duplo Figure Lego Ville, Male, Tan Legs, Green Top with 'ZOO' on Front and Back, Red Cap, Blue Eyes (Zoo Worker)",DUPLO,"DUPLO, Town / Zoo",2012,2,2.61,1.24
47394pb146,"Duplo Figure Lego Ville, Male, Tan Legs, Green Top with 'ZOO' on Front and Back, Brown Head, Red Cap, Brown Head, Brown Eyes (Zoo Worker)",DUPLO,"DUPLO, Town",2012,1,3.53,1.58
47394pb147,"Duplo Figure Lego Ville, Disney Princess, Sleeping Beauty",DUPLO,Disney / Disney Princess / Sleeping Beauty,2012,1,4.55,3.87
47394pb147a,"Duplo Figure Lego Ville, Disney Princess, Sleeping Beauty, Oval Eyes",DUPLO,Disney / Disney Princess / Sleeping Beauty,2014,1,,
47394pb148,"Duplo Figure Lego Ville, Disney Princess, Snow White",DUPLO,Disney / Disney Princess / Snow White,2012,2,7.61,2.9
47394pb149,"Duplo Figure Lego Ville, Disney Princess, Cinderella, Bright Light Blue Headband",DUPLO,Disney / Disney Princess / Cinderella,2012,3,4.48,2.5
47394pb150,"Duplo Figure Lego Ville, Disney Princess, Cinderella's Prince Charming, Black Hair",DUPLO,Disney / Disney Princess / Cinderella,2012,1,4.19,3.39
47394pb151,"Duplo Figure Lego Ville, Male Clown, Medium Blue Legs, Striped Jacket, Bow Tie, Green Hair",DUPLO,"DUPLO, Town / Circus",2013,2,3.43,1.73
47394pb152,"Duplo Figure Lego Ville, Male Circus Ringmaster, Black Legs, Red Top with Gold Braid, Top Hat, Brown Eyes",DUPLO,"DUPLO, Town / Circus",2013,1,3.56,2.99
47394pb153,"Duplo Figure Lego Ville, Female Tightrope Walker, Dark Pink Legs and Top with Gold Bow and Stars, Black Ponytail Hair, Brown Eyes",DUPLO,"DUPLO, Town / Circus",2013,2,2.32,1.83
47394pb154,"Duplo Figure Lego Ville, Disney Princess, Ariel / Arielle",DUPLO,Disney / Disney Princess / The Little Mermaid,2013,1,4.81,3.3
47394pb155,"Duplo Figure Lego Ville, Disney Princess, Prince Eric",DUPLO,Disney / Disney Princess / The Little Mermaid,2013,1,10.14,3.27
47394pb156,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Orange Vest with Zipper and Pockets, Orange Construction Helmet",DUPLO,"DUPLO, Town / Construction",2013,12,1.05,0.89
47394pb157,"Duplo Figure Lego Ville, Male, Blue Legs, Brown Vest with Zipper and Zippered Pockets, Yellow Cap with Headset",DUPLO,General,2013,7,1.34,1.19
47394pb158,"Duplo Figure Lego Ville, Female, Tan Legs, Green Top with 'ZOO' on Front and Back, Black Ponytail Hair, Brown Head (Zoo Worker)",DUPLO,"DUPLO, Town",2013,2,2.58,1.48
47394pb159,"Duplo Figure Lego Ville, Male, Tan Legs, Medium Blue Shirt with Pocket and 4 Buttons, Black Hair",DUPLO,"DUPLO, Town",2013,10,2.54,1.26
47394pb160,"Duplo Figure Lego Ville, Male, White Legs, White Race Top with Octan Logo, Yellow Cap with Headset",DUPLO,General,2012,1,,3.4
47394pb161,"Duplo Figure Lego Ville, Male, White Legs, White Race Top with Octan Logo, Red Helmet",DUPLO,General,2012,1,,3.35
47394pb162,"Duplo Figure Lego Ville, Never Land Pirates, Jake",DUPLO,General,2013,3,3.31,1.36
47394pb163,"Duplo Figure Lego Ville, Never Land Pirates, Izzy",DUPLO,General,2013,2,4.24,2.34
47394pb164,"Duplo Figure Lego Ville, Never Land Pirates, Captain Hook",DUPLO,General,2013,2,5.06,2.47
47394pb165,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Blue Jacket with Tie, Red Hat, Smile with Teeth (Train Conductor)",DUPLO,"DUPLO, Train",2013,5,1.8,1.23
47394pb166,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Orange Vest, Dark Green Plaid Shirt, Bright Green Arms, Red Cap",DUPLO,"DUPLO, Train",2013,7,1.79,1.26
47394pb166a,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Orange Vest, Dark Green Plaid Shirt, Bright Green Arms, Red Cap, Oval Eyes",DUPLO,General,2017,1,,
47394pb167,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Tan Top with Medium Blue Overalls, Bandana, Red Cap",DUPLO,"DUPLO, Town",2014,5,1.42,1.01
47394pb168,"Duplo Figure Lego Ville, Male, Black Legs, Black and White Striped Top with Number 92116, Black Hair (Prisoner)",DUPLO,"DUPLO, Town / Police",2014,3,1.49,1.78
47394pb169,"Duplo Figure Lego Ville, Male Police, Black Legs, Medium Blue Top with Badge, Black Hat",DUPLO,"DUPLO, Town / Police",2014,4,2.45,1.35
47394pb170,"Duplo Figure Lego Ville, Female, Magenta Legs, White Sweater with Blue Pattern, Bright Light Yellow Hair, Blue Eyes",DUPLO,"DUPLO, Town",2014,6,2.8,1.89
47394pb171,"Duplo Figure Lego Ville, Male Medic, Medium Blue Legs, White Lab Coat, Stethoscope, Glasses, Black Hair",DUPLO,"DUPLO, Town",2014,3,2.79,2.65
47394pb172,"Duplo Figure Lego Ville, Disney Princess, Fairy Godmother",DUPLO,Disney / Disney Princess / Sleeping Beauty,2014,1,10.25,3.81
47394pb173,"Duplo Figure Lego Ville, Female, Magenta Legs, Medium Blue Top with Flower, Light Bluish Gray Hair, Blue Eyes, Glasses",DUPLO,"DUPLO, Town",2013,3,12.72,5.77
47394pb174,"Duplo Figure Lego Ville, Male, Tan Legs, Reddish Brown Argyle Sweater Vest, White Arms, Light Bluish Gray Hair, Glasses",DUPLO,"DUPLO, Town",2014,2,16.75,2.66
47394pb175,"Duplo Figure Lego Ville, Male, Superman",DUPLO,Super Heroes / Superman,2014,2,8.88,5.21
47394pb178,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, Blue and Yellow Chest with Crowned Eagle, Helmet",DUPLO,Castle,2014,2,4.7,2.04
47394pb179,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, Red and White Chest with Lion on Shield, Helmet",DUPLO,Castle,2014,3,3.6,2.39
47394pb180,"Duplo Figure Lego Ville, Female, Medium Blue Legs, Red Sweater with Diamond Pattern, Reddish Brown Hair, Blue Eyes",DUPLO,General,2015,6,1.91,1.76
47394pb182,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Lime Striped Apron, Red Bow Tie, Black Hair, Oval Eyes",DUPLO,"DUPLO, Town",2017,3,1.52,2.57
47394pb182a,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Lime Striped Apron, Red Bow Tie, Black Hair",DUPLO,"DUPLO, Town",2015,3,,
47394pb183,"Duplo Figure Lego Ville, Male, Red Legs, Race Top with Zipper and Octan Logo, White Helmet",DUPLO,General,2015,2,12.72,1.74
47394pb184,"Duplo Figure Lego Ville, Never Land Pirates, Peter Pan",DUPLO,Jake and the Never Land Pirates,2014,1,7.37,9.26
47394pb185,"Duplo Figure Lego Ville, Never Land Pirates, Lost Boy",DUPLO,Jake and the Never Land Pirates,2014,1,3.04,1.54
47394pb187,"Duplo Figure Lego Ville, Batman, Blue Cowl",DUPLO,Super Heroes / Batman II,2014,3,7.54,2.88
47394pb188,"Duplo Figure Lego Ville, Catwoman",DUPLO,Super Heroes / Batman II,2014,1,21.31,6.24
47394pb189,"Duplo Figure Lego Ville, The Joker",DUPLO,Super Heroes / Batman II,2014,1,12.08,5.18
47394pb190,"Duplo Figure Lego Ville, Female, Magenta Legs, Medium Blue Top with Necklace, Dark Orange Hair",DUPLO,General,2015,2,3.25,2.08
47394pb191,"Duplo Figure Lego Ville, Male, Blue Legs, Green Top with Pen, Reddish Brown Hair",DUPLO,General,2015,3,4.05,5.0
47394pb192,"Duplo Figure Lego Ville, Spider-Man, Standard Eyes",DUPLO,Super Heroes / Spider-Man,2015,5,3.84,3.01
47394pb193,"Duplo Figure Lego Ville, Green Goblin",DUPLO,Super Heroes / Spider-Man,2015,1,10.63,9.2
47394pb194,"Duplo Figure Lego Ville, Mickey Mouse, Jacket, Vest and Bow Tie",DUPLO,Disney's Mickey Mouse,2015,2,3.32,3.03
47394pb195,"Duplo Figure Lego Ville, Minnie Mouse, Bright Pink Top",DUPLO,Disney's Mickey Mouse,2015,1,3.38,2.91
47394pb196,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, Red and White Chest with Lion on Shield, Bright Light Yellow Hair, Blue Eyes",DUPLO,Castle,2014,1,5.58,4.18
47394pb197,"Duplo Figure Lego Ville, Female, Magenta Legs, White Sweater with Blue Flowers Pattern, Tan Ponytail Hair, Blue Eyes",DUPLO,"DUPLO, Town",2013,5,9.74,2.66
47394pb198,"Duplo Figure Lego Ville, Miles with Helmet",DUPLO,Miles From Tomorrowland,2016,1,3.83,2.83
47394pb199,"Duplo Figure Lego Ville, Miles without Helmet",DUPLO,Miles From Tomorrowland,2016,2,4.55,2.13
47394pb200,"Duplo Figure Lego Ville, Male, Dark Tan Legs, Reddish Brown Hooded Parka, Brown Eyes",DUPLO,Arctic,2016,2,2.7,1.96
47394pb201,"Duplo Figure Lego Ville, Female, Dottie McStuffins, Attached Stethoscope",DUPLO,Doc McStuffins,2015,2,6.25,2.82
47394pb202,"Duplo Figure Lego Ville, Minnie Mouse, Medium Azure Aviator Jacket with Polka Dot Scarf",DUPLO,Disney's Mickey Mouse,2016,1,5.59,4.08
47394pb203,"Duplo Figure Lego Ville, Female, Tan Legs, Green Top with Tartan Pattern, Black Hair",DUPLO,General,2016,1,4.96,2.71
47394pb203a,"Duplo Figure Lego Ville, Female, Tan Legs, Green Top with Tartan Pattern, Black Hair, Oval Eyes",DUPLO,General,2020,1,,
47394pb204,"Duplo Figure Lego Ville, Mickey Mouse, Red Overalls with Medium Azure Top",DUPLO,Disney's Mickey Mouse,2016,1,6.62,4.63
47394pb206,"Duplo Figure Lego Ville, Female, Medium Blue Legs, White Top with Pocket, White Arms, Blue Glasses, Black Hair",DUPLO,General,2015,2,6.97,
47394pb207,"Duplo Figure Lego Ville, Female, Blue Legs, Red Argyle Sweater, Red Arms, Brown Head, Black Hair",DUPLO,General,2015,3,1.11,
47394pb208,"Duplo Figure Lego Ville, Male, Black Legs, Medium Blue Shirt with Pocket, Medium Blue Arms, Brown Head, Glasses, Black Hair",DUPLO,General,2015,2,6.82,
47394pb209,"Duplo Figure Lego Ville, Female, Tan Legs, Green Top with 'ZOO' on Front, Brown Head, Black Hair, Brown Eyes",DUPLO,General,2015,1,1.41,
47394pb210,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Tan Sweater, Black Hair, Brown Eyes",DUPLO,General,2015,1,,4.95
47394pb211,"Duplo Figure Lego Ville, Male, Blue Legs, Reddish Brown Jacket with Zippers, Tan Arms, Reddish Brown Hair, Brown Eyes",DUPLO,General,2015,1,,
47394pb212,"Duplo Figure Lego Ville, Wonder Woman",DUPLO,Super Heroes / Batman II,2015,1,25.65,11.08
47394pb213,"Duplo Figure Lego Ville, Batman, Black Cowl, Dark Bluish Gray Suit, Black Legs",DUPLO,Super Heroes / Batman II,2015,2,7.33,4.56
47394pb214,"Duplo Figure Lego Ville, Female, Tan Legs, Magenta Jacket and Pink Blouse Pattern, Black Hair, Brown Eyes",DUPLO,"DUPLO, Town",2017,1,2.88,2.18
47394pb215,"Duplo Figure Lego Ville, Female, Tan Legs, Red Shirt, Black Hair, Reddish Brown Arms",DUPLO,"DUPLO, Town / Safari",2016,2,1.69,1.84
47394pb216,"Duplo Figure Lego Ville, Male, Tan Legs, Red Shirt, Black Hair, Bright Green Arms",DUPLO,"DUPLO, Town / Safari",2016,1,3.51,1.86
47394pb217,"Duplo Figure Lego Ville, Donald Duck",DUPLO,Disney's Mickey Mouse,2016,1,13.27,12.74
47394pb218,"Duplo Figure Lego Ville, Goofy, Red and White Striped Shirt, Black Legs",DUPLO,Disney's Mickey Mouse,2016,1,11.23,5.1
47394pb219,"Duplo Figure Lego Ville, Mickey Mouse, Life Jacket",DUPLO,Disney's Mickey Mouse,2016,1,9.09,4.03
47394pb220,"Duplo Figure Lego Ville, Male, Dark Tan Legs, Red Top with Suspenders, Dark Brown Hair",DUPLO,"DUPLO, Town",2017,1,1.83,2.13
47394pb221,"Duplo Figure Lego Ville, Female, Medium Blue Legs, Orange Jacket, Striped Sweater, White Hair",DUPLO,"DUPLO, Town",2017,1,3.63,2.66
47394pb222,"Duplo Figure Lego Ville, Female, Tan Legs, Green Jacket with Dark Green Collar, Bright Green Arms, Black Hair",DUPLO,"DUPLO, Town",2017,2,2.7,2.26
47394pb223,"Duplo Figure Lego Ville, Female, Dottie McStuffins, Medium Lavender Legs",DUPLO,Doc McStuffins,2016,1,7.1,6.09
47394pb224,"Duplo Figure Lego Ville, Poison Ivy, Lime Arms, Bright Green Hands",DUPLO,Super Heroes / Batman II,2017,1,21.31,14.56
47394pb225,"Duplo Figure Lego Ville, Robin, Green Legs",DUPLO,Super Heroes / Batman II,2017,1,26.99,8.78
47394pb226,"Duplo Figure Lego Ville, Female, Dark Red Legs, White Top with Bright Pink Stripes and Watermelon Pattern, Green Eyes, Red Hair",DUPLO,"DUPLO, Town",2017,4,2.26,2.03
47394pb227,"Duplo Figure Lego Ville, Male, Dark Blue Legs, Bright Light Blue Top with Medium Blue Sleeves and Tie Pattern, White Glasses, Black Hair",DUPLO,"DUPLO, Town",2017,3,1.65,2.2
47394pb228,"Duplo Figure Lego Ville, Male, Black Legs, Red Top with Belt and White Fur Trim Pattern, White Hair, Blue Eyes and Beard (Santa)",DUPLO,General,2017,1,5.92,5.38
47394pb229,"Duplo Figure Lego Ville, The Joker, Dark Purple Legs and Top, White Hands, White Head, Red Lips, Lime Hair",DUPLO,Super Heroes / Batman II,2017,1,16.19,7.55
47394pb230,"Duplo Figure Lego Ville, The Penguin",DUPLO,Super Heroes / Batman II,2017,1,3.38,4.44
47394pb231,"Duplo Figure Lego Ville, Male, Blue Legs, Orange Vest, Dark Green Plaid Shirt, Red Arms, Yellow Cap with Headset",DUPLO,"DUPLO, Town / Construction",2016,2,2.03,1.46
47394pb232,"Duplo Figure Lego Ville, Mickey Mouse, Red Race Driver Jumpsuit, Helmet",DUPLO,Disney's Mickey Mouse,2017,1,6.96,4.33
47394pb233,"Duplo Figure Lego Ville, Male, Medium Blue Legs, White Top with Triangles, Black Arms, Dark Brown Hair and Beard",DUPLO,General,2017,3,2.94,2.88
47394pb234,"Duplo Figure Lego Ville, Female, Medic, Bright Light Orange Legs, White Top with ID Badge, White Arms, Black Hair, Attached Stethoscope",DUPLO,General,2017,1,8.44,8.23
47394pb235,"Duplo Figure Lego Ville, Minnie Mouse, Bright Pink Top with Black Sleeves, Dark Pink Legs",DUPLO,Disney's Mickey Mouse,2017,1,4.47,4.79
47394pb236,"Duplo Figure Lego Ville, Daisy Duck with Medium Lavender Bow",DUPLO,Disney's Mickey Mouse,2017,1,4.6,7.05
47394pb238,"Duplo Figure Lego Ville, Female Firefighter, Black Legs, Nougat Hands, White Helmet, Blue Eyes",DUPLO,"DUPLO, Town / Fire",2015,1,3.3,4.52
47394pb239,"Duplo Figure Lego Ville, Disney Princess, Belle, Bright Light Yellow Legs, Top, and Tiara, Reddish Brown Hair",DUPLO,Disney / Disney Princess / Beauty and the Beast,2018,1,15.22,4.8
47394pb240,"Duplo Figure Lego Ville, Disney Princess, Cinderella, Tiara",DUPLO,Disney / Disney Princess / Cinderella,2017,1,10.08,4.75
47394pb241,"Duplo Figure Lego Ville, Disney Princess, Cinderella's Prince Charming, Reddish Brown Hair",DUPLO,Disney / Disney Princess / Cinderella,2017,1,5.45,11.59
47394pb242,"Duplo Figure Lego Ville, Disney Princess, Rapunzel",DUPLO,Disney / Disney Princess / Tangled,2018,1,25.92,18.19
47394pb243,"Duplo Figure Lego Ville, Sandman",DUPLO,Super Heroes / Spider-Man,2018,1,5.72,5.94
47394pb245,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Red Jacket, Medium Azure Shirt, Dark Blue Cap",DUPLO,General,2018,1,0.99,1.24
47394pb246,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Dark Azure Jacket, Black Shirt, Reddish Brown Hair",DUPLO,General,2018,3,2.06,1.37
47394pb247,"Duplo Figure Lego Ville, Hulk",DUPLO,Super Heroes / Spider-Man,2018,1,16.18,13.7
47394pb248,"Duplo Figure Lego Ville, Female, Dark Azure Legs, Yellow Jacket, Magenta Top, Black Hair",DUPLO,General,2018,2,1.87,4.05
47394pb249,"Duplo Figure Lego Ville, Female Pilot, Dark Blue Legs, Medium Azure Top with Red Tie, Black Hair",DUPLO,General,2018,2,1.81,1.54
47394pb250,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Medium Blue Shirt, Dark Blue Cap, Beard",DUPLO,"DUPLO, Town / Farm",2018,1,2.51,2.36
47394pb251,"Duplo Figure Lego Ville, Male, Black Legs, Medium Blue Shirt over Reddish Brown Vest, Dark Tan Hair (Jurassic World Owen Grady)",DUPLO,Jurassic World,2018,1,3.3,2.71
47394pb252,"Duplo Figure Lego Ville, Male, Blue Legs, Dark Azure Shirt with Blue Overalls and Red Neckerchief Pattern, Blue Cap",DUPLO,"DUPLO, Train",2018,2,1.32,1.31
47394pb253,"Duplo Figure Lego Ville, Male, Black Legs, Medium Azure Shirt, Yellow Safety Vest with Train Logo, Yellow Cap with Headset",DUPLO,"DUPLO, Train",2018,2,1.83,1.02
47394pb254,"Duplo Figure Lego Ville, Male, Black Legs, White Shirt, Yellow Safety Vest with Train Logo, Dark Blue Hat, Brown Hair and Glasses",DUPLO,"DUPLO, Train",2018,2,2.95,
47394pb255,"Duplo Figure Lego Ville, Male, Dark Blue Legs, White Shirt with Red Horizontal Stripes, Blue Cap and Beard",DUPLO,"DUPLO, Train",2018,1,3.1,4.05
47394pb256,"Duplo Figure Lego Ville, Female, Black Legs, White Chefs Top with Red Scarf and Reddish Brown Hair",DUPLO,"DUPLO, Train",2018,2,3.18,4.48
47394pb257,"Duplo Figure Lego Ville, Mickey Mouse, Red Swimsuit",DUPLO,Disney's Mickey Mouse,2018,1,3.72,2.9
47394pb258,"Duplo Figure Lego Ville, Minnie Mouse, Red Swimsuit",DUPLO,Disney's Mickey Mouse,2018,3,3.29,3.47
47394pb259,"Duplo Figure Lego Ville, Minnie Mouse, Bright Pink Jacket, Dark Pink Legs",DUPLO,Disney's Mickey Mouse,2018,1,2.75,3.7
47394pb260,"Duplo Figure Lego Ville, Male, Medium Azure Legs, Medium Azure Jacket with Zipper and Pockets, Yellow Cap with Headset",DUPLO,"DUPLO, Town / Airport",2019,1,1.47,1.26
47394pb261,"Duplo Figure Lego Ville, Male Police, Black Legs, Dark Azure Top with Badge and Radio, White Helmet with Black Front and Badge",DUPLO,"DUPLO, Town / Police",2019,1,1.7,1.79
47394pb262,"Duplo Figure Lego Ville, Female Police, Black Legs, Medium Azure Top with Badge and Epaulettes, Black Hair",DUPLO,"DUPLO, Town / Police",2019,1,1.28,1.52
47394pb263,"Duplo Figure Lego Ville, Male Police, Black Legs, Medium Azure Top with Badge and Epaulettes, Black Hat with Yellow Hair",DUPLO,"DUPLO, Town / Police",2019,2,2.27,1.8
47394pb264,"Duplo Figure Lego Ville, Male, Black Legs, Black and White Striped Top, Reddish Brown Hair (Prisoner)",DUPLO,"DUPLO, Town / Police",2019,1,2.28,2.73
47394pb265,"Duplo Figure Lego Ville, Male Fireman, Black Legs, Striped Jacket with Red Safety Harness, White Helmet with Silver Fire Badge, Green Eyes, Stubble",DUPLO,"DUPLO, Town / Fire",2019,1,2.02,1.15
47394pb266,"Duplo Figure Lego Ville, Female, Dark Azure Legs, White Top with Medium Azure Stripes and Yellow Jacket, Reddish Brown Hair and Dark Blue Cap",DUPLO,General,2019,1,4.06,2.56
47394pb267,"Duplo Figure Lego Ville, Male, Blue Legs, White Top with Number 7 and Red Arms, Reddish Brown Hair, Red Cap",DUPLO,General,2019,1,2.58,2.32
47394pb268,"Duplo Figure Lego Ville, Male, Medium Azure Diving Suit, Yellow Arms, Dark Brown Hair, Beard",DUPLO,General,2019,2,1.96,1.4
47394pb269,"Duplo Figure Lego Ville, Female, Medium Azure Diving Suit, Yellow Arms, Dark Brown Hair, Yellow Diving Mask",DUPLO,General,2019,2,1.27,1.46
47394pb270,"Duplo Figure Lego Ville, Electro",DUPLO,Super Heroes / Spider-Man,2019,1,17.1,12.05
47394pb271,"Duplo Figure Lego Ville, Female, Yellow Legs, Magenta Shirt  with Flower, Black Hair",DUPLO,General,2019,1,3.06,1.58
47394pb272,"Duplo Figure Lego Ville, Male Firefighter, Black Legs, Black Jacket with Safety Harness, White Helmet with Silver Fire Badge and Radio, Brown Eyes",DUPLO,"DUPLO, Town / Fire",2019,2,1.83,2.83
47394pb273,"Duplo Figure Lego Ville, Female Firefighter, Black Legs, Black Jacket with Safety Harness, White Helmet with Silver Fire Badge and Radio, Green Eyes",DUPLO,"DUPLO, Town / Fire",2019,2,5.66,4.74
47394pb274,"Duplo Figure Lego Ville, Male, Buzz Lightyear with Detailed Suit",DUPLO,Toy Story,2019,1,4.3,4.57
47394pb275,"Duplo Figure Lego Ville, Male, Woody with Open Mouth Pattern",DUPLO,Toy Story,2019,1,6.05,3.55
47394pb276,"Duplo Figure Lego Ville, Disney Princess, Anna",DUPLO,Disney / Disney Princess / Frozen,2019,1,6.79,6.57
47394pb277,"Duplo Figure Lego Ville, Disney Princess, Elsa",DUPLO,Disney / Disney Princess / Frozen,2019,2,4.52,4.02
47394pb278,"Duplo Figure Lego Ville, Mickey Mouse, Red Pants and Scarf",DUPLO,Disney's Mickey Mouse,2019,1,3.52,5.13
47394pb279,"Duplo Figure Lego Ville, Goofy, Orange Sweater, Blue Legs",DUPLO,Disney's Mickey Mouse,2019,1,11.12,20.04
47394pb280,"Duplo Figure Lego Ville, Male, Black Legs, White Top with Light Aqua Suspenders, Reddish Brown Hair, Beard",DUPLO,General,2020,6,2.34,1.47
47394pb281,"Duplo Figure Lego Ville, Captain America",DUPLO,Super Heroes / Avengers,2020,1,4.76,4.4
47394pb282,"Duplo Figure Lego Ville, Iron Man",DUPLO,Super Heroes / Avengers,2020,1,5.94,6.0
47394pb283,"Duplo Figure Lego Ville, Female, Bright Light Yellow Suit with Bright Pink Apron, Dark Brown Glasses, White Hair",DUPLO,General,2020,3,5.04,
